"","X","週","week","weeknum","pref","newcaseday","newcaset.1","newcaset.2","cumcases","newdeath","emergency","GZnew","cumGZ","mobility","resview","in_city","in_pref","out_pref","week_dummy","pref_dummy","population","avg_temp","rain","sum_pop","agrgt_potecovid_lag1","agrgt_potecovid_lag2","susceptable","avg_temp_q","rain_q","noftests","noftestst.1","noftestst.2","pred_covid","pred_covid2"
"Nagano-2020-05-25",117,"202005_W4","2020-05-25",22,"Nagano",0,0,0,76,0,0,0,0,2099169,-45.46865298,9.392182412,-14.85055279,-67.6832952,"D_22","D_Nagano",2049000,18.1321428571429,1.76785714285714,2099097,0.1688520135222,0.206279719488348,2048924,328.774604591837,3.12531887755102,1278,1536,1236,0.786534723291781,0.835940452572485
"Nagano-2020-06-01",123,"202006_W1","2020-06-01",23,"Nagano",0,0,1,76,0,0,0,0,2104288,-38.97774188,12.64968175,-26.67578086,-82.86451973,"D_23","D_Nagano",2049000,21.5678571428571,0.0178571428571429,2104251,0.202658308994962,0.244680769395245,2048924,465.172461734694,0.000318877551020408,1536,1236,1194,0.836064119278275,1.06980253019175
"Nagano-2020-06-08",129,"202006_W2","2020-06-08",24,"Nagano",0,1,0,76,0,0,0,0,2101905,-29.16550006,11.89832607,-24.41379278,-78.19323144,"D_24","D_Nagano",2049000,22.4678571428571,13.7857142857143,2101847,0.308207702134668,1.38126741795586,2048924,504.804604591837,190.045918367347,1236,1194,1704,1.02864466319775,1.73300023234414
"Nagano-2020-06-15",135,"202006_W3","2020-06-15",25,"Nagano",1,0,0,77,0,0,0,0,2111674,-17.62270889,6.977099474,-10.33080252,-45.51049335,"D_25","D_Nagano",2049000,20.5607142857143,5.28571428571429,2111630,1.4071840177137,1.58401980097764,2048923,422.742971938776,27.9387755102041,1194,1704,1926,1.7856773260438,2.6977810413301
"Nagano-2020-06-22",141,"202006_W4","2020-06-22",26,"Nagano",0,0,1,77,0,0,0,0,2114325,-16.53800125,6.023998994,-9.64229928,-38.89699678,"D_26","D_Nagano",2049000,22.5214285714286,5.55357142857143,2114271,1.68329354138063,1.29125350049209,2048923,507.214744897959,30.8421556122449,1704,1926,2052,2.68721592334889,1.76836513312931
"Nagano-2020-06-29",147,"202007_W1","2020-06-29",27,"Nagano",0,1,6,77,0,0,0,0,2108982,-23.93866,3.788830935,-6.530960213,-35.67369179,"D_27","D_Nagano",2049000,21.9214285714286,12.9464285714286,2108921,1.47953989047669,3.67879320151375,2048923,480.549030612245,167.610012755102,1926,2052,2928,1.71283804623329,6.11587485026374
"Nagano-2020-07-06",153,"202007_W2","2020-07-06",28,"Nagano",1,6,8,78,0,0,0,0,2106850,-27.28256646,6.455024695,-13.52969183,-61.22564221,"D_28","D_Nagano",2049000,22.7785714285714,22.4285714285714,2106787,3.76711212895004,11.2348456410241,2048922,518.863316326531,503.040816326531,2052,2928,5262,6.14270560063688,10.5618269053064
"Nagano-2020-07-13",159,"202007_W3","2020-07-13",29,"Nagano",6,8,25,84,0,0,0,0,2112880,-20.40306843,3.937112965,-3.87715046,-51.60280614,"D_29","D_Nagano",2049000,21.8892857142857,6.28571428571429,2112823,11.1840655380163,19.8431715118759,2048916,479.140829081633,39.5102040816327,2928,5262,11808,11.5183037745576,21.9315186981514
"Nagano-2020-07-20",165,"202007_W4","2020-07-20",30,"Nagano",8,25,14,92,0,0,0,0,2170903,-5.205683316,4.241899967,-12.36310612,-12.03845025,"D_30","D_Nagano",2049000,23.2678571428571,12.625,2170827,19.8941295452677,41.5380302180878,2048908,541.393176020408,159.390625,5262,11808,10266,21.5697541629586,25.7678823204964
"Nagano-2020-07-27",171,"202007_W5","2020-07-27",31,"Nagano",25,14,17,117,0,0,0,0,2129926,-33.30308097,4.320158621,-4.97272329,-52.77089123,"D_31","D_Nagano",2049000,24.2464285714286,5.92857142857143,2129845,47.7159221621745,56.8706638304763,2048883,587.889298469388,35.1479591836735,11808,10266,6930,27.4531256171259,21.8051467437763
"Nagano-2020-08-03",177,"202008_W1","2020-08-03",32,"Nagano",14,17,24,131,0,0,0,0,2178470,-31.18046492,5.937637452,-5.150900377,-50.56469003,"D_32","D_Nagano",2049000,26.5642857142857,0.821428571428571,2178406,58.1267536558456,49.6843011360831,2048869,705.661275510204,0.674744897959184,10266,6930,8658,22.8516861301738,19.7462917629516
"Nagano-2020-08-10",183,"202008_W2","2020-08-10",33,"Nagano",17,24,77,148,0,0,0,0,2258664,-45.1051063,7.153520593,-6.024923304,-51.97127034,"D_33","D_Nagano",2049000,28.1464285714286,0.0178571428571429,2258628,48.1384590075334,55.40081360478,2048852,792.221441326531,0.000318877551020408,6930,8658,11262,20.6276705243942,24.0313275063153
"Nagano-2020-08-17",189,"202008_W3","2020-08-17",34,"Nagano",24,77,38,172,0,0,0,0,2140753,-26.9451984,4.26310655,-8.21197287,-45.4126733,"D_34","D_Nagano",2049000,26.7214285714286,2.66071428571429,2140689,65.4086386316621,120.508256982987,2048828,714.034744897959,7.07940051020408,8658,11262,12378,23.6741137055141,20.1565940394524
"Nagano-2020-08-24",195,"202008_W4","2020-08-24",35,"Nagano",77,38,9,249,0,0,0,0,2140573,-25.20239738,4.286396694,-8.267498189,-35.47435297,"D_35","D_Nagano",2049000,27.1714285714286,4.05357142857143,2140545,120.796361217167,129.904147982501,2048751,738.286530612245,16.4314413265306,11262,12378,5832,20.4153766310616,20.9087246535968
"Nagano-2020-08-31",201,"202009_W1","2020-08-31",36,"Nagano",38,9,5,287,1,0,0,0,2122774,-26.3747691,4.838489494,-6.781181878,-42.27559705,"D_36","D_Nagano",2049000,26.1178571428571,2.55357142857143,2122705,123.444564002452,55.1103214070817,2048713,682.142461734694,6.52072704081633,12378,5832,4680,24.3957379641537,17.4835983497041
"Nagano-2020-09-07",207,"202009_W2","2020-09-07",37,"Nagano",9,5,4,296,0,0,0,0,2129450,-19.79896114,6.940653549,-7.716778792,-49.1180514,"D_37","D_Nagano",2049000,24.4678571428571,4.83928571428571,2129410,53.9593842083414,21.4147273672118,2048704,598.676033163265,23.4186862244898,5832,4680,3786,16.4409867642209,7.6020909084796
"Nagano-2020-09-14",213,"202009_W3","2020-09-14",38,"Nagano",5,4,8,301,0,0,0,0,2180574,0.647778652,4.644945369,-0.206317826,-10.02232962,"D_38","D_Nagano",2049000,21.8321428571429,1.48214285714286,2180532,20.5877202275339,14.9753717346483,2048699,476.642461734694,2.19674744897959,4680,3786,4476,7.59037020607055,10.4924090801534
"Nagano-2020-09-21",219,"202009_W4","2020-09-21",39,"Nagano",4,8,7,305,0,0,0,0,2188337,6.518844944,4.814580884,-8.452608319,17.4126574,"D_39","D_Nagano",2049000,19.4642857142857,6.67857142857143,2188308,17.1698781684837,20.2177160289624,2048695,378.858418367347,44.6033163265306,3786,4476,4440,10.8063392338565,7.23958967409738
"Nagano-2020-09-28",225,"202010_W1","2020-09-28",40,"Nagano",8,7,6,313,0,0,0,0,2134873,-10.53228621,3.2729198,-3.544744826,-9.89142258,"D_40","D_Nagano",2049000,17.1,0.0892857142857143,2134819,22.8048382052569,26.3989430103145,2048687,292.41,0.0079719387755102,4476,4440,5928,7.69703185548183,7.99274505054535
"Nagano-2020-10-05",231,"202010_W2","2020-10-05",41,"Nagano",7,6,8,320,0,0,0,0,2136671,23.8166437,2.505732768,0.503177752,-5.958725051,"D_41","D_Nagano",2049000,15.3285714285714,14.875,2136609,24.5576640775353,22.5877731993587,2048680,234.965102040816,221.265625,4440,5928,7158,7.94709913976467,11.5379030321803
"Nagano-2020-10-12",237,"202010_W3","2020-10-12",42,"Nagano",6,8,9,326,3,0,0,0,2145864,27.04328631,3.083899126,-1.965650365,-10.41289302,"D_42","D_Nagano",2049000,14.5321428571429,2.78571428571429,2145807,20.0802644677486,21.3212798913616,2048674,211.183176020408,7.76020408163265,5928,7158,5862,11.0977649172101,16.016501166865
"Nagano-2020-10-19",243,"202010_W4","2020-10-19",43,"Nagano",8,9,27,334,0,0,0,0,2153393,11.17281057,2.939104419,1.568257969,-10.44762158,"D_43","D_Nagano",2049000,11.1857142857143,4.89285714285714,2153355,21.6791933593579,25.4836640674462,2048666,125.120204081633,23.9400510204082,7158,5862,9630,15.8530930882404,18.9217840230892
"Nagano-2020-10-26",249,"202010_W5","2020-10-26",44,"Nagano",9,27,91,343,2,0,0,0,2146883,3.677401997,3.761267153,-2.554733517,-20.39480475,"D_44","D_Nagano",2049000,9.74642857142857,0,2146844,26.4384799354161,47.4213380320658,2048657,94.9928698979592,0,5862,9630,13320,19.8758841742504,46.8037641751343
"Nagano-2020-11-02",255,"202011_W1","2020-11-02",45,"Nagano",27,91,145,370,0,0,0,0,2139106,14.16473108,3.625450202,-5.491369531,-15.03102169,"D_45","D_Nagano",2049000,10.15,1.73214285714286,2139052,47.5443323072006,133.62738905031,2048630,103.0225,3.00031887755102,9630,13320,17898,46.9530367873462,120.412315382238
"Nagano-2020-11-09",261,"202011_W2","2020-11-09",46,"Nagano",91,145,97,461,0,0,0,0,2129038,1.197440255,3.998662524,-5.717285913,-7.083487015,"D_46","D_Nagano",2049000,6.875,0,2128967,132.790494530715,257.080471617312,2048539,47.265625,0,13320,17898,17214,121.999251089447,119.977622219378
"Nagano-2020-11-16",267,"202011_W3","2020-11-16",47,"Nagano",145,97,100,606,0,0,0,0,2141203,-0.249151516,3.489733616,-4.408040668,0.197527198,"D_47","D_Nagano",2049000,13.1214285714286,0.696428571428571,2141146,254.853296473027,265.123163188792,2048394,172.171887755102,0.485012755102041,17898,17214,17964,123.599567182371,150.092869372354
"Nagano-2020-11-23",273,"202011_W4","2020-11-23",48,"Nagano",97,100,154,703,0,0,0,0,2122703,-10.79636334,4.417240781,-8.784434861,0.581576036,"D_48","D_Nagano",2049000,7.37142857142857,0.321428571428571,2122637,265.201896758105,222.460380710848,2048297,54.3379591836735,0.103316326530612,17214,17964,21444,150.914626842113,100.525796080739
"Nagano-2020-11-30",279,"202012_W1","2020-11-30",49,"Nagano",100,154,89,803,0,0,0,0,2104010,-20.25237898,3.86784917,-7.077226766,-18.26781797,"D_49","D_Nagano",2049000,4.65357142857143,0.0357142857142857,2103961,221.149484865699,280.504843562347,2048197,21.6557270408163,0.00127551020408163,17964,21444,23028,100.845500426575,107.139998854905
"Nagano-2020-12-07",285,"202012_W2","2020-12-07",50,"Nagano",154,89,80,957,0,0,0,0,2109858,-19.27606167,4.254410885,-6.234724557,-20.53549678,"D_50","D_Nagano",2049000,4.46071428571429,0,2109783,273.646673520504,265.068603797028,2048043,19.8979719387755,0,21444,23028,21090,104.568110570827,115.300258220405
"Nagano-2020-12-14",291,"202012_W3","2020-12-14",51,"Nagano",89,80,116,1046,4,0,0,0,2117664,-24.66170403,4.102045487,-5.739961473,-18.77746824,"D_51","D_Nagano",2049000,-0.157142857142857,0.821428571428571,2117605,261.889743423021,191.962676589189,2047954,0.0246938775510204,0.674744897959184,23028,21090,31494,95.7729554666169,107.848665993191
"Nagano-2020-12-21",297,"202012_W4","2020-12-21",52,"Nagano",80,116,367,1126,3,0,0,0,2129059,-25.38464114,3.881363493,-3.320989712,-41.96271782,"D_52","D_Nagano",2049000,1.23214285714286,0.107142857142857,2129002,193.852400689221,224.893132019804,2047874,1.51817602040816,0.0114795918367347,21090,31494,42660,127.665905609601,293.246046302273
"Nagano-2020-12-28",303,"202012_W5","2020-12-28",53,"Nagano",116,367,380,1242,3,0,0,0,2212895,-31.87048705,7.289756685,-6.977783898,-47.40777446,"D_53","D_Nagano",2049000,0.675,1.58928571428571,2212831,229.502526856758,534.048325317258,2047758,0.455625,2.52582908163265,31494,42660,58380,282.746260851926,268.934874452977
"Nagano-2021-01-04",309,"202101_W1","2021-01-04",54,"Nagano",367,380,195,1609,2,0,0,0,2115845,-43.5899418,6.250057428,-0.330809598,-76.85413931,"D_54","D_Nagano",2049000,-1.03214285714286,0.0892857142857143,2115767,590.260820052817,864.100816360578,2047391,1.06531887755102,0.0079719387755102,42660,58380,43824,322.673796233354,209.215483323103
"Nagano-2021-01-11",315,"202101_W2","2021-01-11",55,"Nagano",380,195,104,1989,3,0,0,0,2107186,-43.41369106,7.08028644,-16.59033336,-52.13311001,"D_55","D_Nagano",2049000,0.878571428571429,1.05357142857143,2107100,865.933419989888,683.455550606684,2047011,0.771887755102041,1.11001275510204,58380,43824,42162,195.230987040246,125.82681432678
"Nagano-2021-01-18",321,"202101_W3","2021-01-18",56,"Nagano",195,104,47,2184,7,0,0,0,2110711,-44.53343555,6.658236673,-8.589531551,-54.2336686,"D_56","D_Nagano",2049000,0.703571428571429,3.91071428571429,2110652,624.387540614257,338.65374304517,2046816,0.495012755102041,15.2936862244898,43824,42162,30954,125.334406622446,69.4037565598846
"Nagano-2021-01-25",327,"202101_W4","2021-01-25",57,"Nagano",104,47,10,2288,8,0,0,0,2112719,-24.33396347,6.842330669,-8.044878525,-51.09781676,"D_57","D_Nagano",2049000,2.42142857142857,0.839285714285714,2112647,329.990916249599,172.496139934194,2046712,5.86331632653061,0.704400510204082,42162,30954,22968,74.2632304428505,41.2465295461775
"Nagano-2021-02-01",333,"202102_W1","2021-02-01",58,"Nagano",47,10,13,2335,3,0,0,0,2114846,-34.29453666,5.30160309,-7.815474683,-49.35680024,"D_58","D_Nagano",2049000,2.81428571428571,1.875,2114767,172.485735814678,71.504687696811,2046665,7.92020408163265,3.515625,30954,22968,21126,40.3901727631045,28.9184120788058
"Nagano-2021-02-08",339,"202102_W2","2021-02-08",59,"Nagano",10,13,6,2345,0,0,0,0,2140550,-32.38235099,6.503057106,-12.53688539,-46.12644931,"D_59","D_Nagano",2049000,2.68214285714286,0.178571428571429,2140486,71.9436539864933,34.2032713589897,2046655,7.19389030612245,0.0318877551020408,22968,21126,18990,29.339537886329,17.6560868131866
"Nagano-2021-02-15",345,"202102_W3","2021-02-15",60,"Nagano",13,6,10,2358,2,0,0,0,2134353,-26.96654644,5.049121662,-5.616471622,-44.76889509,"D_60","D_Nagano",2049000,3.29642857142857,3.66071428571429,2134311,36.5669641193945,30.4766226320999,2046642,10.8664413265306,13.4008290816327,21126,18990,20220,18.1372608382004,19.2421382497124
"Nagano-2021-02-22",351,"202102_W4","2021-02-22",61,"Nagano",6,10,43,2364,0,0,0,0,2133766,-20.06958461,6.263982688,-10.56757425,-38.48683164,"D_61","D_Nagano",2049000,3.17857142857143,0.160714285714286,2133706,32.9870012399188,28.4456760122611,2046636,10.1033163265306,0.0258290816326531,18990,20220,19716,18.6278144808841,31.1576912275378
"Nagano-2021-03-01",357,"202103_W1","2021-03-01",62,"Nagano",10,43,115,2374,0,0,0,0,2119314,-22.59231284,4.456167583,-6.927009259,-37.99553654,"D_62","D_Nagano",2049000,6.175,3.05357142857143,2119236,28.8033245500479,65.7396430055345,2046626,38.130625,9.32429846938775,20220,19716,23904,31.6018910732101,48.5569318989537
"Nagano-2021-03-08",363,"202103_W2","2021-03-08",63,"Nagano",43,115,179,2417,0,0,0,0,2138250,-22.86408232,3.55915467,-3.256778056,-24.63209482,"D_63","D_Nagano",2049000,6.11428571428571,3,2138214,65.0370197000546,170.118612208041,2046583,37.3844897959184,9,19716,23904,30180,48.8362772761931,93.6599165202279
"Nagano-2021-03-15",369,"202103_W3","2021-03-15",64,"Nagano",115,179,223,2532,0,0,0,0,2128181,-25.91868555,4.049815562,-4.462164407,-25.03738849,"D_64","D_Nagano",2049000,8.07142857142857,4.30357142857143,2128120,170.348277411974,307.599831951058,2046468,65.1479591836735,18.5207270408163,23904,30180,40638,88.4502919943192,177.027077237352
"Nagano-2021-03-22",375,"202103_W4","2021-03-22",65,"Nagano",179,223,266,2711,0,0,0,0,2127440,-29.18285895,4.227832126,-1.740316101,-28.62973036,"D_65","D_Nagano",2049000,8.63928571428571,1.89285714285714,2127371,308.139347562076,420.225586580202,2046289,74.6372576530612,3.58290816326531,30180,40638,41856,176.174779038541,179.472714274808
"Nagano-2021-03-29",381,"202104_W1","2021-03-29",66,"Nagano",223,266,305,2934,0,0,0,0,2121788,-26.43569864,5.11199417,-8.366761798,-23.36546652,"D_66","D_Nagano",2049000,13.3607142857143,1.625,2121722,419.72534681087,511.613714105296,2046066,178.50868622449,2.640625,40638,41856,49116,177.288178311785,228.073081046386
"Nagano-2021-04-05",387,"202104_W2","2021-04-05",67,"Nagano",266,305,230,3200,2,0,0,0,2115257,-27.54665139,2.781767551,-5.945211922,-11.39158252,"D_67","D_Nagano",2049000,7.99642857142857,0.0535714285714286,2115193,509.769622870091,597.915501308761,2045800,63.9428698979592,0.00286989795918367,41856,49116,46722,213.132490851373,255.154455517003
"Nagano-2021-04-12",393,"202104_W3","2021-04-12",68,"Nagano",305,230,119,3505,9,0,0,0,2108712,-35.30303989,4.348666851,-8.070909017,-26.6665341,"D_68","D_Nagano",2049000,10.775,7.17857142857143,2108653,594.091374778633,566.444456100818,2045495,116.100625,51.531887755102,49116,46722,34200,244.210876732908,174.970094591106
"Nagano-2021-04-19",399,"202104_W4","2021-04-19",69,"Nagano",230,119,NA,3735,10,0,0,0,2117252,-44.51205537,5.220860881,-10.05316448,-34.25045022,"D_69","D_Nagano",2049000,12.6821428571429,0,2117194,562.59232931367,449.011688315971,2045265,160.83674744898,0,46722,34200,NA,176.306909638975,NA
"Nagano-2021-04-26",405,"202104_W5","2021-04-26",70,"Nagano",119,NA,NA,3854,6,0,0,0,2160818,-35.86136555,7.220966948,-15.69227889,-24.1967252,"D_70","D_Nagano",2049000,11.605,6.625,2160789,448.551723262568,416.924826676554,2045146,134.676025,43.890625,34200,NA,NA,NA,NA
"Shizuoka-2020-01-13",4,"202001_W3","2020-01-13",3,"Shizuoka",0,0,0,0,0,0,0,0,3721916,-3.819798083,-2.233952493,1.522140106,12.7752338,"D_3","D_Shizuoka",3644000,7.52380952380952,2.14285714285714,3721893,0,0.0229710414796373,3644000,56.6077097505669,4.59183673469388,0,0,0,1.0329171206132,1.01461325106168
"Shizuoka-2020-01-20",10,"202001_W4","2020-01-20",4,"Shizuoka",0,0,0,0,0,0,0,0,3721880,2.639338169,-1.719628141,0.196065183,10.98624613,"D_4","D_Shizuoka",3644000,9.38095238095237,4.76190476190476,3721866,0.013814826532172,0.0229624422286229,3644000,88.002267573696,22.6757369614512,0,0,0,1.03940835826966,0.964458950160004
"Shizuoka-2020-01-27",16,"202001_W5","2020-01-27",5,"Shizuoka",0,0,0,0,0,0,0,0,3726763,-0.348095979,-1.561925242,1.586095287,12.77291505,"D_5","D_Shizuoka",3644000,9.37619047619048,3.57142857142858,3726761,0.0220417644080727,0.0169052571897097,3644000,87.9129478458051,12.7551020408164,0,0,0,1.05831658794217,1.13454756974449
"Shizuoka-2020-02-03",22,"202002_W1","2020-02-03",6,"Shizuoka",0,0,0,0,0,0,0,0,3730620,-4.231370774,0.586686129,1.315456939,-12.47738624,"D_6","D_Shizuoka",3644000,6.83333333333333,0,3730607,0.01652687374915,0.0684715735818805,3644000,46.6944444444444,0,0,0,0,1.09961612142108,1.28712723753464
"Shizuoka-2020-02-10",28,"202002_W2","2020-02-10",7,"Shizuoka",0,0,1,0,0,0,0,0,3745156,5.332259787,1.339534056,-2.024183424,-5.950712906,"D_7","D_Shizuoka",3644000,10.5333333333333,7.66666666666668,3745180,0.0738762953990994,0.241836051975547,3644000,110.951111111111,58.7777777777779,0,0,0,1.17660452769827,1.27057750182222
"Shizuoka-2020-02-17",34,"202002_W3","2020-02-17",8,"Shizuoka",0,1,0,0,0,0,0,0,3773299,-0.516870306,0.328520316,0.689101781,5.102008693,"D_8","D_Shizuoka",3644000,9.48571428571429,2.71428571428571,3773292,0.258428477165107,1.33969714279474,3644000,89.9787755102041,7.36734693877551,0,0,0,1.407124113172,2.08447390638992
"Shizuoka-2020-02-24",40,"202002_W4","2020-02-24",9,"Shizuoka",1,0,2,1,0,0,0,0,3749789,-14.30989759,2.692567595,-6.943666647,-11.74080526,"D_9","D_Shizuoka",3644000,9.57619047619048,1.97619047619048,3749760,1.37211620648883,1.75584507805449,3643999,91.7034240362812,3.90532879818594,0,0,0,2.19038865855351,1.92364115020054
"Shizuoka-2020-03-02",46,"202003_W1","2020-03-02",10,"Shizuoka",0,2,0,1,0,0,0,0,3742981,-20.20232015,3.559198732,-6.516634635,-21.54568118,"D_10","D_Shizuoka",3644000,10.452380952381,9.16666666666667,3742953,1.67622840094356,3.0785464623137,3643999,109.252267573696,84.0277777777778,0,0,0,1.93469093965126,2.34304733928523
"Shizuoka-2020-03-09",52,"202003_W2","2020-03-09",11,"Shizuoka",2,0,1,3,0,0,0,0,3745404,-12.81019628,4.023875794,-7.426317453,-23.91154484,"D_11","D_Shizuoka",3644000,12.1333333333333,11.1904761904762,3745371,2.93243488440177,2.93384509194637,3643997,147.217777777778,125.226757369614,0,0,0,2.59450552964757,5.66420223644996
"Shizuoka-2020-03-16",58,"202003_W3","2020-03-16",12,"Shizuoka",0,1,12,3,0,0,0,0,3790241,-5.77022105,3.589122887,-4.582393534,-7.862027385,"D_12","D_Shizuoka",3644000,12.2190476190476,0.738095238095238,3790235,2.90689904687392,2.87772926810463,3643997,149.305124716553,0.544784580498867,0,0,0,5.96396272964923,7.59974270002503
"Shizuoka-2020-03-23",64,"202003_W4","2020-03-23",13,"Shizuoka",1,12,24,4,0,0,0,0,3753899,-24.541077,4.616536556,-6.342159445,-29.78669295,"D_13","D_Shizuoka",3644000,12.4571428571429,14.5714285714286,3753875,3.47072616082679,18.6614477806217,3643996,155.180408163265,212.326530612245,0,0,0,8.03517987146265,28.4975734779256
"Shizuoka-2020-03-30",70,"202004_W1","2020-03-30",14,"Shizuoka",12,24,11,16,0,0,0,0,3726822,-48.80402354,3.943176975,-7.938008262,-29.43814881,"D_14","D_Shizuoka",3644000,13.1380952380952,5.38095238095238,3726802,18.1180326288984,45.8606735541504,3643984,172.609546485261,28.954648526077,0,0,0,29.5332322920786,19.9212345741736
"Shizuoka-2020-04-06",76,"202004_W2","2020-04-06",15,"Shizuoka",24,11,11,40,0,0,0,0,3719301,-60.50041049,8.861907861,-18.38204167,-51.93685344,"D_15","D_Shizuoka",3644000,13.0238095238095,0.619047619047619,3719283,43.2762805141566,44.6774636158896,3643960,169.619614512472,0.383219954648525,0,0,0,20.3744705590786,11.7851866790742
"Shizuoka-2020-04-13",82,"202004_W3","2020-04-13",16,"Shizuoka",11,11,10,51,0,1,0,0,3719876,-60.55931968,9.670033448,-20.31342113,-51.79480017,"D_16","D_Shizuoka",3644000,13.847619047619,20.0952380952381,3719842,42.1234066680758,28.242680618751,3643949,191.756553287982,403.818594104308,0,0,4572,11.2577811019677,4.18514502332167
"Shizuoka-2020-04-20",88,"202004_W4","2020-04-20",17,"Shizuoka",11,10,0,62,0,1,0,0,3718672,-68.69986828,12.50261272,-25.91915175,-64.30741384,"D_17","D_Shizuoka",3644000,14.3666666666667,3.45238095238096,3718639,26.8496713571005,24.4253163004864,3643938,206.401111111111,11.9189342403628,0,4572,3054,4.15858639079265,2.76179111034161
"Shizuoka-2020-04-27",94,"202004_W5","2020-04-27",18,"Shizuoka",10,0,0,72,1,1,0,0,3717430,-79.97560211,18.36812807,-21.19441256,-89.18989969,"D_18","D_Shizuoka",3644000,17.7190476190476,0,3717371,24.0472570047905,11.7877960011525,3643928,313.964648526077,0,4572,3054,3084,2.71570807672625,2.25639590912629
"Shizuoka-2020-05-04",100,"202005_W1","2020-05-04",19,"Shizuoka",0,0,2,72,0,1,0,0,3711085,-51.68147043,19.32709356,-52.47101691,-85.60745074,"D_19","D_Shizuoka",3644000,18.7428571428572,4.66666666666667,3711031,11.7293386650722,0.915837863116143,3643928,351.294693877552,21.7777777777778,3054,3084,2394,2.13857365717406,1.57276218474141
"Shizuoka-2020-05-11",106,"202005_W2","2020-05-11",20,"Shizuoka",0,2,1,72,0,1,0,0,3720269,-57.158921,11.85525908,-21.92139486,-64.52415515,"D_20","D_Shizuoka",3644000,20.6142857142857,4.52380952380952,3720237,0.90866193762308,2.54608128136043,3643928,424.948775510203,20.4648526077097,3084,2394,1962,1.5382885079093,1.56035952265197
"Shizuoka-2020-05-18",112,"202005_W3","2020-05-18",21,"Shizuoka",2,1,0,74,0,0,0,0,3722492,-47.67205476,10.41502137,-16.57668483,-63.21048257,"D_21","D_Shizuoka",3644000,19.7523809523809,7.90476190476191,3722459,2.53647710878553,3.36700762127091,3643926,390.156553287981,62.4852607709751,2394,1962,2340,1.65349572494603,2.09774308616493
"Shizuoka-2020-05-25",118,"202005_W4","2020-05-25",22,"Shizuoka",1,0,2,75,0,0,0,0,3722915,-41.11834942,8.927241582,-14.69665012,-59.81676123,"D_22","D_Shizuoka",3644000,21.8380952380952,0.142857142857143,3722864,3.39771977297244,1.42469527588431,3643925,476.902403628118,0.0204081632653061,1962,2340,2160,2.05739452178384,1.70613132257905
"Shizuoka-2020-06-01",124,"202006_W1","2020-06-01",23,"Shizuoka",0,2,3,75,0,0,0,0,3724570,-32.22521936,12.47570253,-24.97876746,-77.08257531,"D_23","D_Shizuoka",3644000,23.2714285714286,0.214285714285714,3724546,1.46308084437467,2.49735177306601,3643925,541.559387755103,0.0459183673469388,2340,2160,2148,1.49915157600968,2.33857183753899
"Shizuoka-2020-06-08",130,"202006_W2","2020-06-08",24,"Shizuoka",2,3,0,77,0,0,0,0,3724615,-26.41647455,12.20714702,-23.96028581,-73.75909,"D_24","D_Shizuoka",3644000,23.9714285714286,14.047619047619,3724588,2.57065269935143,5.69284292301528,3643923,574.629387755103,197.33560090703,2160,2148,2358,2.18284334394732,3.84920198751482
"Shizuoka-2020-06-15",136,"202006_W3","2020-06-15",25,"Shizuoka",3,0,6,80,0,0,0,0,3737549,-13.85665881,7.23446659,-10.24212846,-45.93857237,"D_25","D_Shizuoka",3644000,23.2380952380952,9.52380952380953,3737514,5.7603155553462,4.11446811518473,3643920,540.009070294784,90.7029478458051,2148,2358,3528,3.8521891904943,4.67228863297214
"Shizuoka-2020-06-22",142,"202006_W4","2020-06-22",26,"Shizuoka",0,6,8,80,0,0,0,0,3738667,-11.20200777,6.20352004,-9.022762457,-36.22152323,"D_26","D_Shizuoka",3644000,24.4857142857143,11.6904761904762,3738637,4.2842359517459,8.45214874016762,3643920,599.550204081633,136.667233560091,2358,3528,5334,4.69090423886448,4.57522450054872
"Shizuoka-2020-06-29",148,"202007_W1","2020-06-29",27,"Shizuoka",6,8,14,86,0,0,0,0,3720823,-16.21798712,4.211058063,-7.896003424,-33.72196282,"D_27","D_Shizuoka",3644000,24.1523809523809,37.4523809523809,3720802,8.76403495356871,19.0573191820885,3643914,583.337505668934,1402.68083900227,3528,5334,7512,4.47196070842792,15.5850048864381
"Shizuoka-2020-07-06",154,"202007_W2","2020-07-06",28,"Shizuoka",8,14,78,94,0,0,0,0,3721643,-24.71349305,6.20011102,-10.05410344,-50.31172184,"D_28","D_Shizuoka",3644000,25.1285714285715,27.8333333333333,3721599,18.6763468508364,29.5390342547853,3643906,631.445102040818,774.694444444445,5334,7512,10092,16.5942920129131,21.5259527753753
"Shizuoka-2020-07-13",160,"202007_W3","2020-07-13",29,"Shizuoka",14,78,121,108,0,0,0,0,3734969,-14.72711305,3.732610336,-1.81860385,-41.69255333,"D_29","D_Shizuoka",3644000,23.6238095238095,16.4761904761905,3734955,29.1652444908835,101.968067747503,3643892,558.084376417234,271.46485260771,7512,10092,17106,22.8503162209029,61.3719306342159
"Shizuoka-2020-07-20",166,"202007_W4","2020-07-20",30,"Shizuoka",78,121,57,186,0,0,0,0,3772126,-2.856563346,5.072752955,-11.31246073,-18.59751384,"D_30","D_Shizuoka",3644000,26.1952380952381,39.4047619047619,3772115,102.648599626048,215.263746920028,3643814,686.190498866213,1552.73526077097,10092,17106,17874,64.5445491417499,71.9528439697788
