年月日,観測所,曜日,平均気温(℃),平均気温(℃)　品質情報,平均気温(℃)　均質番号,降水量の合計(mm),降水量の合計(mm)　品質情報,降水量の合計(mm)　均質番号
2020/6/8,南部,月,23.9,8,1,0.0,8,1
2020/6/9,南部,火,24.3,8,1,0.0,8,1
2020/6/10,南部,水,23.3,8,1,2.5,8,1
2020/6/11,南部,木,23.1,8,1,65.0,8,1
2020/6/12,南部,金,23.6,8,1,2.0,8,1
2020/6/13,南部,土,23.2,8,1,14.0,8,1
2020/6/14,南部,日,23.8,8,1,5.5,8,1
2020/6/15,南部,月,25.5,8,1,0.0,8,1
2020/6/16,南部,火,23.1,8,1,0.0,8,1
2020/6/17,南部,水,23.2,8,1,0.0,8,1
2020/6/18,南部,木,20.2,8,1,9.5,8,1
2020/6/19,南部,金,18.3,8,1,43.0,8,1
2020/6/20,南部,土,21.7,8,1,0.0,8,1
2020/6/21,南部,日,23.3,8,1,0.0,8,1
2020/6/22,南部,月,20.1,8,1,16.0,8,1
2020/6/23,南部,火,23.0,8,1,0.0,8,1
2020/6/24,南部,水,24.3,8,1,0.5,8,1
2020/6/25,南部,木,23.6,8,1,21.5,8,1
2020/6/26,南部,金,25.4,8,1,0.0,8,1
2020/6/27,南部,土,25.3,8,1,0.0,8,1
2020/6/28,南部,日,22.5,8,1,32.5,8,1
2020/6/29,南部,月,23.9,8,1,0.0,8,1
2020/6/30,南部,火,22.0,8,1,140.0,8,1
2020/7/1,南部,水,24.2,8,1,83.5,8,1
2020/7/2,南部,木,24.3,8,1,0.0,8,1
2020/7/3,南部,金,21.7,8,1,26.0,8,1
2020/7/4,南部,土,23.0,8,1,154.5,8,1
2020/7/5,南部,日,23.8,8,1,10.0,8,1
2020/7/6,南部,月,23.8,8,1,151.5,8,1
2020/7/7,南部,火,25.5,8,1,141.5,8,1
2020/7/8,南部,水,24.6,8,1,98.5,8,1
2020/7/9,南部,木,23.2,8,1,67.0,8,1
2020/7/10,南部,金,24.3,8,1,14.5,8,1
2020/7/11,南部,土,25.7,8,1,23.0,8,1
2020/7/12,南部,日,25.8,8,1,14.5,8,1
2020/7/13,南部,月,21.3,8,1,4.0,8,1
2020/7/14,南部,火,23.2,8,1,15.5,8,1
2020/7/15,南部,水,23.5,8,1,0.0,8,1
2020/7/16,南部,木,23.1,8,1,0.0,8,1
2020/7/17,南部,金,21.5,8,1,43.0,8,1
2020/7/18,南部,土,23.2,8,1,28.0,8,1
2020/7/19,南部,日,25.0,8,1,0.0,8,1
2020/7/20,南部,月,26.3,8,1,0.0,8,1
2020/7/21,南部,火,26.0,8,1,0.0,8,1
2020/7/22,南部,水,26.7,8,1,4.0,8,1
2020/7/23,南部,木,24.7,8,1,0.0,8,1
2020/7/24,南部,金,24.7,8,1,27.0,8,1
2020/7/25,南部,土,23.7,8,1,110.5,8,1
2020/7/26,南部,日,24.0,8,1,75.0,8,1
2020/7/27,南部,月,24.9,8,1,3.5,8,1
2020/7/28,南部,火,26.0,8,1,3.5,8,1
2020/7/29,南部,水,23.8,8,1,2.0,8,1
2020/7/30,南部,木,23.6,8,1,8.0,8,1
2020/7/31,南部,金,25.2,8,1,0.5,8,1
2020/8/1,南部,土,26.3,8,1,0.5,8,1
2020/8/2,南部,日,25.7,8,1,16.5,8,1
2020/8/3,南部,月,25.8,8,1,4.0,8,1
2020/8/4,南部,火,27.3,8,1,0.0,8,1
2020/8/5,南部,水,28.3,8,1,0.0,8,1
2020/8/6,南部,木,27.4,8,1,0.0,8,1
2020/8/7,南部,金,28.1,8,1,0.0,8,1
2020/8/8,南部,土,27.9,8,1,0.0,8,1
2020/8/9,南部,日,28.5,8,1,0.0,8,1
2020/8/10,南部,月,28.3,8,1,0.0,8,1
2020/8/11,南部,火,29.8,8,1,0.0,8,1
2020/8/12,南部,水,29.3,8,1,0.0,8,1
2020/8/13,南部,木,29.6,8,1,0.0,8,1
2020/8/14,南部,金,29.3,8,1,0.0,8,1
2020/8/15,南部,土,30.2,8,1,0.0,8,1
2020/8/16,南部,日,30.9,8,1,0.0,8,1
2020/8/17,南部,月,30.2,8,1,0.0,8,1
2020/8/18,南部,火,30.1,8,1,0.0,8,1
2020/8/19,南部,水,29.2,8,1,0.0,8,1
2020/8/20,南部,木,29.3,8,1,0.0,8,1
2020/8/21,南部,金,30.0,8,1,0.0,8,1
2020/8/22,南部,土,28.2,8,1,1.0,8,1
2020/8/23,南部,日,26.1,8,1,0.0,8,1
2020/8/24,南部,月,27.7,8,1,0.0,8,1
2020/8/25,南部,火,27.8,8,1,0.0,8,1
2020/8/26,南部,水,28.6,8,1,0.0,8,1
2020/8/27,南部,木,27.6,8,1,3.0,8,1
2020/8/28,南部,金,26.2,8,1,17.0,8,1
2020/8/29,南部,土,28.7,8,1,0.0,8,1
2020/8/30,南部,日,29.5,8,1,0.0,8,1
2020/8/31,南部,月,28.1,8,1,6.5,8,1
2020/9/1,南部,火,26.6,8,1,0.0,8,1
2020/9/2,南部,水,26.7,8,1,0.5,8,1
2020/9/3,南部,木,25.5,8,1,95.5,8,1
2020/9/4,南部,金,27.3,8,1,0.0,8,1
2020/9/5,南部,土,28.0,8,1,0.5,8,1
2020/9/6,南部,日,25.7,8,1,26.0,8,1
2020/9/7,南部,月,25.4,8,1,117.5,8,1
2020/9/8,南部,火,26.4,8,1,1.0,8,1
2020/9/9,南部,水,25.3,8,1,7.0,8,1
2020/9/10,南部,木,24.2,8,1,7.5,8,1
2020/9/11,南部,金,25.6,8,1,0.0,8,1
2020/9/12,南部,土,24.4,8,1,0.5,8,1
2020/9/13,南部,日,25.5,8,1,0.5,8,1
2020/9/14,南部,月,25.6,8,1,0.0,8,1
2020/9/15,南部,火,23.9,8,1,0.0,8,1
2020/9/16,南部,水,24.0,8,1,0.0,8,1
2020/9/17,南部,木,24.9,8,1,3.0,8,1
2020/9/18,南部,金,28.3,8,1,1.0,8,1
2020/9/19,南部,土,26.3,8,1,0.0,8,1
2020/9/20,南部,日,21.9,8,1,2.5,8,1
2020/9/21,南部,月,22.3,8,1,0.0,8,1
2020/9/22,南部,火,22.3,8,1,0.0,8,1
2020/9/23,南部,水,22.6,8,1,1.0,8,1
2020/9/24,南部,木,23.8,8,1,0.0,8,1
2020/9/25,南部,金,22.0,8,1,18.5,8,1
2020/9/26,南部,土,20.6,8,1,1.5,8,1
2020/9/27,南部,日,21.1,8,1,0.5,8,1
2020/9/28,南部,月,20.9,8,1,0.0,8,1
2020/9/29,南部,火,19.5,8,1,0.0,8,1
2020/9/30,南部,水,19.6,8,1,0.0,8,1
2020/10/1,南部,木,20.3,8,1,0.0,8,1
2020/10/2,南部,金,20.6,8,1,0.0,8,1
2020/10/3,南部,土,20.8,8,1,0.0,8,1
2020/10/4,南部,日,20.6,8,1,0.0,8,1
2020/10/5,南部,月,21.0,8,1,0.0,8,1
2020/10/6,南部,火,19.2,8,1,0.0,8,1
2020/10/7,南部,水,17.3,8,1,9.5,8,1
2020/10/8,南部,木,15.1,8,1,44.5,8,1
2020/10/9,南部,金,15.9,8,1,46.5,8,1
2020/10/10,南部,土,17.3,8,1,101.0,8,1
2020/10/11,南部,日,21.5,8,1,0.0,8,1
2020/10/12,南部,月,21.9,8,1,0.0,8,1
2020/10/13,南部,火,22.4,8,1,0.0,8,1
2020/10/14,南部,水,19.8,8,1,0.0,8,1
2020/10/15,南部,木,19.2,8,1,0.0,8,1
2020/10/16,南部,金,16.7,8,1,0.0,8,1
2020/10/17,南部,土,13.3,8,1,18.0,8,1
2020/10/18,南部,日,14.0,8,1,0.0,8,1
2020/10/19,南部,月,12.2,8,1,6.5,8,1
2020/10/20,南部,火,13.7,5,1,0.0,8,1
2020/10/21,南部,水,14.4,8,1,0.0,8,1
2020/10/22,南部,木,15.7,8,1,0.5,8,1
2020/10/23,南部,金,16.3,8,1,20.5,8,1
2020/10/24,南部,土,14.7,8,1,0.0,8,1
2020/10/25,南部,日,12.7,8,1,0.0,8,1
2020/10/26,南部,月,13.4,8,1,0.0,8,1
2020/10/27,南部,火,14.7,8,1,0.0,8,1
2020/10/28,南部,水,14.7,8,1,0.0,8,1
2020/10/29,南部,木,15.4,8,1,0.0,8,1
2020/10/30,南部,金,13.9,8,1,0.0,8,1
2020/10/31,南部,土,11.6,8,1,0.0,8,1
2020/11/1,南部,日,12.0,8,1,0.0,8,1
2020/11/2,南部,月,12.8,8,1,5.0,8,1
2020/11/3,南部,火,15.1,8,1,2.0,8,1
2020/11/4,南部,水,10.8,8,1,0.0,8,1
2020/11/5,南部,木,10.9,8,1,0.0,8,1
2020/11/6,南部,金,11.7,8,1,0.0,8,1
2020/11/7,南部,土,13.0,8,1,5.5,8,1
2020/11/8,南部,日,14.9,8,1,0.0,8,1
2020/11/9,南部,月,11.7,8,1,0.0,8,1
2020/11/10,南部,火,10.4,8,1,0.0,8,1
2020/11/11,南部,水,10.4,8,1,0.0,8,1
2020/11/12,南部,木,10.1,8,1,0.0,8,1
2020/11/13,南部,金,12.3,8,1,0.0,8,1
2020/11/14,南部,土,12.0,8,1,0.0,8,1
2020/11/15,南部,日,10.8,8,1,0.0,8,1
2020/11/16,南部,月,13.0,8,1,0.0,8,1
2020/11/17,南部,火,13.4,8,1,0.0,8,1
2020/11/18,南部,水,14.9,8,1,0.0,8,1
2020/11/19,南部,木,18.1,8,1,0.0,8,1
2020/11/20,南部,金,19.5,8,1,11.0,8,1
2020/11/21,南部,土,14.9,8,1,0.0,8,1
2020/11/22,南部,日,12.7,8,1,0.0,8,1
2020/11/23,南部,月,15.0,8,1,0.0,8,1
2020/11/24,南部,火,12.3,8,1,0.0,8,1
2020/11/25,南部,水,12.7,8,1,0.0,8,1
2020/11/26,南部,木,12.0,8,1,0.0,8,1
2020/11/27,南部,金,13.2,8,1,0.0,8,1
2020/11/28,南部,土,12.3,8,1,0.0,8,1
2020/11/29,南部,日,9.0,8,1,0.0,8,1
2020/11/30,南部,月,7.8,8,1,0.0,8,1
2020/12/1,南部,火,8.0,8,1,0.0,8,1
2020/12/2,南部,水,9.1,8,1,0.0,8,1
2020/12/3,南部,木,9.9,8,1,0.0,8,1
2020/12/4,南部,金,9.4,8,1,0.0,8,1
2020/12/5,南部,土,8.4,8,1,0.0,8,1
2020/12/6,南部,日,8.5,8,1,0.0,8,1
2020/12/7,南部,月,9.1,8,1,0.0,8,1
2020/12/8,南部,火,9.8,8,1,0.0,8,1
2020/12/9,南部,水,9.3,8,1,0.0,8,1
2020/12/10,南部,木,8.5,8,1,0.0,8,1
2020/12/11,南部,金,8.7,8,1,0.0,8,1
2020/12/12,南部,土,8.7,8,1,0.0,8,1
2020/12/13,南部,日,8.2,8,1,0.0,8,1
2020/12/14,南部,月,11.5,8,1,0.0,8,1
2020/12/15,南部,火,4.9,8,1,0.0,8,1
2020/12/16,南部,水,2.6,8,1,0.0,8,1
2020/12/17,南部,木,1.4,8,1,0.0,8,1
2020/12/18,南部,金,2.0,8,1,0.0,8,1
2020/12/19,南部,土,2.9,8,1,0.0,8,1
2020/12/20,南部,日,1.9,8,1,0.0,8,1
2020/12/21,南部,月,1.7,8,1,0.0,8,1
2020/12/22,南部,火,2.8,8,1,0.0,8,1
2020/12/23,南部,水,4.5,8,1,0.0,8,1
2020/12/24,南部,木,3.8,8,1,0.0,8,1
2020/12/25,南部,金,6.0,8,1,0.0,8,1
2020/12/26,南部,土,2.9,8,1,0.0,8,1
2020/12/27,南部,日,5.5,8,1,0.0,8,1
2020/12/28,南部,月,7.0,8,1,0.0,8,1
2020/12/29,南部,火,6.6,8,1,0.0,8,1
2020/12/30,南部,水,7.2,8,1,13.5,8,1
2020/12/31,南部,木,3.1,8,1,0.0,8,1
2021/1/1,南部,金,3.0,8,1,0.0,8,1
2021/1/2,南部,土,1.5,8,1,0.0,8,1
2021/1/3,南部,日,3.0,8,1,0.0,8,1
2021/1/4,南部,月,3.9,8,1,0.0,8,1
2021/1/5,南部,火,3.9,8,1,0.0,8,1
2021/1/6,南部,水,4.7,8,1,0.0,8,1
2021/1/7,南部,木,4.3,8,1,0.0,8,1
2021/1/8,南部,金,-0.2,8,1,0.0,8,1
2021/1/9,南部,土,-0.6,8,1,0.0,8,1
2021/1/10,南部,日,-0.4,8,1,0.0,8,1
2021/1/11,南部,月,0.3,8,1,0.0,8,1
2021/1/12,南部,火,0.7,8,1,3.5,8,1
2021/1/13,南部,水,2.7,8,1,0.0,8,1
2021/1/14,南部,木,4.1,8,1,0.0,8,1
2021/1/15,南部,金,6.2,8,1,0.0,8,1
2021/1/16,南部,土,6.2,8,1,0.0,8,1
2021/1/17,南部,日,5.6,8,1,0.0,8,1
2021/1/18,南部,月,4.1,5,1,0.0,8,1
2021/1/19,南部,火,4.9,8,1,0.0,8,1
2021/1/20,南部,水,2.6,8,1,0.0,8,1
2021/1/21,南部,木,4.1,8,1,0.0,8,1
2021/1/22,南部,金,6.2,5,1,0.0,8,1
2021/1/23,南部,土,8.1,8,1,16.5,8,1
2021/1/24,南部,日,7.4,8,1,11.5,8,1
2021/1/25,南部,月,7.3,8,1,1.0,8,1
2021/1/26,南部,火,7.0,8,1,3.5,8,1
2021/1/27,南部,水,10.3,8,1,17.0,8,1
2021/1/28,南部,木,5.6,8,1,6.5,8,1
2021/1/29,南部,金,3.6,8,1,0.0,8,1
2021/1/30,南部,土,1.3,8,1,0.0,8,1
2021/1/31,南部,日,3.5,8,1,0.0,8,1
2021/2/1,南部,月,7.1,8,1,8.5,8,1
2021/2/2,南部,火,9.5,8,1,32.0,8,1
2021/2/3,南部,水,4.1,8,1,0.0,8,1
2021/2/4,南部,木,4.9,8,1,0.0,8,1
2021/2/5,南部,金,4.0,8,1,0.0,8,1
2021/2/6,南部,土,6.8,8,1,0.0,8,1
2021/2/7,南部,日,7.4,8,1,0.0,8,1
2021/2/8,南部,月,6.6,8,1,0.0,8,1
2021/2/9,南部,火,2.2,8,1,0.0,8,1
2021/2/10,南部,水,3.0,8,1,0.0,8,1
2021/2/11,南部,木,6.0,8,1,0.0,8,1
2021/2/12,南部,金,7.2,8,1,0.0,8,1
2021/2/13,南部,土,9.5,8,1,0.0,8,1
2021/2/14,南部,日,11.9,8,1,0.0,8,1
2021/2/15,南部,月,11.1,8,1,63.0,8,1
2021/2/16,南部,火,9.7,8,1,0.0,8,1
2021/2/17,南部,水,5.7,8,1,0.0,8,1
2021/2/18,南部,木,2.6,8,1,0.0,8,1
2021/2/19,南部,金,3.5,8,1,0.0,8,1
2021/2/20,南部,土,7.4,8,1,0.0,8,1
2021/2/21,南部,日,10.6,8,1,0.0,8,1
2021/2/22,南部,月,11.1,8,1,0.0,8,1
2021/2/23,南部,火,12.8,8,1,0.0,8,1
2021/2/24,南部,水,7.7,8,1,0.0,8,1
2021/2/25,南部,木,6.4,8,1,0.0,8,1
2021/2/26,南部,金,7.4,8,1,0.0,8,1
2021/2/27,南部,土,6.3,8,1,0.0,8,1
2021/2/28,南部,日,5.1,8,1,0.0,8,1
2021/3/1,南部,月,10.4,8,1,0.0,8,1
2021/3/2,南部,火,13.8,8,1,30.0,8,1
2021/3/3,南部,水,8.5,8,1,0.0,8,1
2021/3/4,南部,木,8.4,8,1,0.0,8,1
2021/3/5,南部,金,9.6,8,1,9.0,8,1
2021/3/6,南部,土,13.8,8,1,0.0,8,1
2021/3/7,南部,日,8.4,8,1,0.0,8,1
2021/3/8,南部,月,8.5,8,1,3.5,8,1
2021/3/9,南部,火,10.1,8,1,0.0,8,1
2021/3/10,南部,水,11.9,8,1,0.0,8,1
2021/3/11,南部,木,10.2,8,1,0.0,8,1
2021/3/12,南部,金,10.1,8,1,9.0,8,1
2021/3/13,南部,土,7.7,8,1,63.0,8,1
2021/3/14,南部,日,10.4,8,1,0.0,8,1
2021/3/15,南部,月,10.6,8,1,0.0,8,1
2021/3/16,南部,火,12.8,8,1,0.0,8,1
2021/3/17,南部,水,12.7,8,1,0.0,8,1
2021/3/18,南部,木,11.8,8,1,0.0,8,1
2021/3/19,南部,金,13.5,8,1,0.0,8,1
2021/3/20,南部,土,13.7,8,1,0.0,8,1
2021/3/21,南部,日,15.8,8,1,136.5,8,1
2021/3/22,南部,月,11.8,8,1,3.5,8,1
2021/3/23,南部,火,7.7,8,1,0.0,8,1
2021/3/24,南部,水,10.5,8,1,0.0,8,1
2021/3/25,南部,木,11.5,8,1,0.0,8,1
2021/3/26,南部,金,13.2,8,1,0.0,8,1
2021/3/27,南部,土,12.5,8,1,0.0,8,1
2021/3/28,南部,日,14.4,8,1,48.5,8,1
2021/3/29,南部,月,16.6,8,1,19.5,8,1
2021/3/30,南部,火,16.6,8,1,0.0,8,1
2021/3/31,南部,水,16.6,8,1,0.0,8,1
2021/4/1,南部,木,16.4,8,1,0.0,8,1
2021/4/2,南部,金,16.4,8,1,0.0,8,1
2021/4/3,南部,土,15.2,8,1,0.0,8,1
2021/4/4,南部,日,15.5,8,1,12.5,8,1
2021/4/5,南部,月,14.3,8,1,10.5,8,1
2021/4/6,南部,火,10.9,8,1,0.0,8,1
2021/4/7,南部,水,12.8,8,1,0.0,8,1
2021/4/8,南部,木,12.7,8,1,0.0,8,1
2021/4/9,南部,金,10.8,8,1,0.0,8,1
2021/4/10,南部,土,11.1,8,1,0.0,8,1
2021/4/11,南部,日,12.4,8,1,0.0,8,1
2021/4/12,南部,月,13.7,8,1,0.0,8,1
2021/4/13,南部,火,13.4,8,1,10.0,8,1
2021/4/14,南部,水,17.1,8,1,5.5,8,1
2021/4/15,南部,木,11.2,8,1,0.0,8,1
2021/4/16,南部,金,10.9,4,1,3.5,8,1
2021/4/17,南部,土,12.5,8,1,59.0,8,1
2021/4/18,南部,日,12.9,8,1,0.0,8,1
2021/4/19,南部,月,12.7,8,1,0.0,8,1
2021/4/20,南部,火,14.9,8,1,0.0,8,1
2021/4/21,南部,水,16.5,8,1,0.0,8,1
2021/4/22,南部,木,16.1,8,1,0.0,8,1
2021/4/23,南部,金,14.1,8,1,0.0,8,1
2021/4/24,南部,土,14.8,8,1,0.0,8,1
2021/4/25,南部,日,15.8,8,1,0.0,8,1
2021/4/26,南部,月,13.9,8,1,0.0,8,1
2021/4/27,南部,火,13.7,8,1,0.0,8,1
2021/4/28,南部,水,15.8,8,1,0.0,8,1
2021/4/29,南部,木,15.5,8,1,66.0,8,1
2021/4/30,南部,金,17.5,8,1,0.0,8,1
2021/5/1,南部,土,14.5,8,1,40.0,8,1
2021/5/2,南部,日,15.8,8,1,0.0,8,1
2021/5/3,南部,月,14.0,8,1,0.0,8,1
2021/5/4,南部,火,15.9,8,1,0.0,8,1
2021/5/5,南部,水,16.7,8,1,1.5,8,1
2021/5/6,南部,木,19.2,8,1,1.0,8,1
2021/5/7,南部,金,16.8,8,1,5.5,8,1
2021/5/8,南部,土,17.6,8,1,0.0,8,1
2021/5/9,南部,日,20.3,8,1,0.0,8,1
2021/5/10,南部,月,17.7,8,1,0.0,8,1
2021/5/11,南部,火,18.0,8,1,0.0,8,1
2021/5/12,南部,水,16.7,8,1,0.0,8,1
2021/5/13,南部,木,17.1,8,1,3.0,8,1
2021/5/14,南部,金,20.5,8,1,0.0,8,1
2021/5/15,南部,土,21.7,8,1,0.0,8,1
2021/5/16,南部,日,17.5,8,1,2.0,8,1
2021/5/17,南部,月,23.3,8,1,5.0,8,1
2021/5/18,南部,火,21.7,8,1,0.5,8,1
2020/3/1,古関,日,8.3,8,1,0.0,8,1
2020/3/2,古関,月,8.3,8,1,1.0,8,1
2020/3/3,古関,火,7.6,8,1,0.0,8,1
2020/3/4,古関,水,7.8,8,1,3.5,8,1
2020/3/5,古関,木,4.7,8,1,0.5,8,1
2020/3/6,古関,金,4.5,8,1,0.0,8,1
2020/3/7,古関,土,6.5,8,1,0.0,8,1
2020/3/8,古関,日,4.1,8,1,13.5,8,1
2020/3/9,古関,月,10.0,8,1,0.0,8,1
2020/3/10,古関,火,10.5,8,1,25.5,8,1
2020/3/11,古関,水,10.6,8,1,0.0,8,1
2020/3/12,古関,木,6.6,8,1,0.0,8,1
2020/3/13,古関,金,7.8,8,1,0.0,8,1
2020/3/14,古関,土,3.2,8,1,11.5,8,1
2020/3/15,古関,日,3.4,8,1,0.0,8,1
2020/3/16,古関,月,2.5,8,1,0.0,8,1
2020/3/17,古関,火,3.2,8,1,0.0,8,1
2020/3/18,古関,水,8.6,8,1,0.5,8,1
2020/3/19,古関,木,10.5,8,1,0.0,8,1
2020/3/20,古関,金,9.6,8,1,0.0,8,1
2020/3/21,古関,土,10.7,8,1,0.0,8,1
2020/3/22,古関,日,12.4,8,1,0.0,8,1
2020/3/23,古関,月,7.0,8,1,0.0,8,1
2020/3/24,古関,火,4.2,8,1,0.0,8,1
2020/3/25,古関,水,5.6,8,1,0.0,8,1
2020/3/26,古関,木,10.3,8,1,0.0,8,1
2020/3/27,古関,金,13.2,8,1,0.0,8,1
2020/3/28,古関,土,15.2,8,1,8.0,8,1
2020/3/29,古関,日,3.9,8,1,47.0,8,1
2020/3/30,古関,月,6.4,8,1,0.0,8,1
2020/3/31,古関,火,8.6,8,1,0.0,8,1
2020/4/1,古関,水,9.9,8,1,20.5,8,1
2020/4/2,古関,木,9.8,8,1,0.0,8,1
2020/4/3,古関,金,7.5,8,1,0.0,8,1
2020/4/4,古関,土,10.6,8,1,0.0,8,1
2020/4/5,古関,日,9.3,8,1,0.0,8,1
2020/4/6,古関,月,8.4,8,1,0.0,8,1
2020/4/7,古関,火,8.2,8,1,0.0,8,1
2020/4/8,古関,水,10.6,8,1,0.0,8,1
2020/4/9,古関,木,10.7,8,1,0.0,8,1
2020/4/10,古関,金,8.6,8,1,0.0,8,1
2020/4/11,古関,土,7.7,8,1,0.0,8,1
2020/4/12,古関,日,7.6,8,1,5.5,8,1
2020/4/13,古関,月,2.6,8,1,69.5,8,1
2020/4/14,古関,火,6.9,8,1,0.0,8,1
2020/4/15,古関,水,9.1,8,1,0.0,8,1
2020/4/16,古関,木,10.8,8,1,0.0,8,1
2020/4/17,古関,金,10.1,8,1,3.5,8,1
2020/4/18,古関,土,8.4,8,1,63.5,8,1
2020/4/19,古関,日,13.1,8,1,0.0,8,1
2020/4/20,古関,月,10.0,8,1,19.0,8,1
2020/4/21,古関,火,12.8,8,1,0.0,8,1
2020/4/22,古関,水,11.4,8,1,0.0,8,1
2020/4/23,古関,木,8.3,8,1,0.0,8,1
2020/4/24,古関,金,8.0,8,1,0.0,8,1
2020/4/25,古関,土,9.3,8,1,0.0,8,1
2020/4/26,古関,日,13.3,8,1,0.0,8,1
2020/4/27,古関,月,12.2,8,1,0.0,8,1
2020/4/28,古関,火,10.7,8,1,0.0,8,1
2020/4/29,古関,水,12.1,8,1,0.0,8,1
2020/4/30,古関,木,14.9,8,1,0.0,8,1
2020/5/1,古関,金,15.6,8,1,0.0,8,1
2020/5/2,古関,土,19.0,8,1,0.0,8,1
2020/5/3,古関,日,17.3,8,1,0.0,8,1
2020/5/4,古関,月,15.9,8,1,2.5,8,1
2020/5/5,古関,火,19.6,8,1,0.0,8,1
2020/5/6,古関,水,16.3,8,1,11.5,8,1
2020/5/7,古関,木,13.3,8,1,0.0,8,1
2020/5/8,古関,金,12.3,8,1,0.0,8,1
2020/5/9,古関,土,12.6,8,1,0.0,8,1
2020/5/10,古関,日,17.2,8,1,0.5,8,1
2020/5/11,古関,月,22.0,8,1,0.0,8,1
2020/5/12,古関,火,18.3,8,1,0.0,8,1
2020/5/13,古関,水,17.7,8,1,0.0,8,1
2020/5/14,古関,木,16.3,8,1,0.0,8,1
2020/5/15,古関,金,17.3,8,1,0.0,8,1
2020/5/16,古関,土,15.0,8,1,9.5,8,1
2020/5/17,古関,日,19.6,8,1,0.5,8,1
2020/5/18,古関,月,18.6,8,1,3.0,8,1
2020/5/19,古関,火,17.1,8,1,51.0,8,1
2020/5/20,古関,水,15.7,8,1,0.0,8,1
2020/5/21,古関,木,13.5,8,1,0.0,8,1
2020/5/22,古関,金,15.5,8,1,0.0,8,1
2020/5/23,古関,土,17.6,8,1,0.0,8,1
2020/5/24,古関,日,18.4,8,1,0.0,8,1
2020/5/25,古関,月,18.9,8,1,0.0,8,1
2020/5/26,古関,火,17.7,8,1,0.0,8,1
2020/5/27,古関,水,20.0,8,1,0.0,8,1
2020/5/28,古関,木,17.4,8,1,0.0,8,1
2020/5/29,古関,金,17.4,8,1,0.0,8,1
2020/5/30,古関,土,17.9,8,1,0.0,8,1
2020/5/31,古関,日,15.0,8,1,1.0,8,1
2020/6/1,古関,月,16.9,8,1,0.0,8,1
2020/6/2,古関,火,20.8,8,1,0.5,8,1
2020/6/3,古関,水,21.1,8,1,0.0,8,1
2020/6/4,古関,木,20.6,8,1,0.0,8,1
2020/6/5,古関,金,22.0,8,1,0.0,8,1
2020/6/6,古関,土,21.0,8,1,14.5,8,1
2020/6/7,古関,日,20.3,8,1,0.0,8,1
2020/6/8,古関,月,21.6,8,1,0.0,8,1
2020/6/9,古関,火,21.2,8,1,0.0,8,1
2020/6/10,古関,水,21.6,8,1,1.0,8,1
2020/6/11,古関,木,21.4,8,1,17.5,8,1
2020/6/12,古関,金,23.0,8,1,1.0,8,1
2020/6/13,古関,土,21.2,8,1,12.5,8,1
2020/6/14,古関,日,21.0,8,1,7.0,8,1
2020/6/15,古関,月,23.7,8,1,0.0,8,1
2020/6/16,古関,火,21.3,8,1,0.0,8,1
2020/6/17,古関,水,20.1,8,1,0.0,8,1
2020/6/18,古関,木,18.0,8,1,5.5,8,1
2020/6/19,古関,金,16.0,8,1,34.5,8,1
2020/6/20,古関,土,20.3,8,1,0.0,8,1
2020/6/21,古関,日,20.4,8,1,0.0,8,1
2020/6/22,古関,月,16.7,8,1,15.5,8,1
2020/6/23,古関,火,20.7,8,1,0.5,8,1
2020/6/24,古関,水,22.3,8,1,0.0,8,1
2020/6/25,古関,木,22.1,8,1,12.0,8,1
2020/6/26,古関,金,23.8,8,1,0.0,8,1
2020/6/27,古関,土,23.2,8,1,0.0,8,1
2020/6/28,古関,日,19.7,8,1,26.5,8,1
2020/6/29,古関,月,20.7,8,1,0.0,8,1
2020/6/30,古関,火,19.2,8,1,47.0,8,1
2020/7/1,古関,水,21.7,8,1,46.5,8,1
2020/7/2,古関,木,21.9,8,1,0.0,8,1
2020/7/3,古関,金,19.5,8,1,14.0,8,1
2020/7/4,古関,土,21.0,8,1,40.0,8,1
2020/7/5,古関,日,22.3,8,1,4.5,8,1
2020/7/6,古関,月,21.4,8,1,51.5,8,1
2020/7/7,古関,火,24.1,8,1,8.0,8,1
2020/7/8,古関,水,23.1,8,1,35.0,8,1
2020/7/9,古関,木,20.9,8,1,32.5,8,1
2020/7/10,古関,金,22.4,8,1,7.5,8,1
2020/7/11,古関,土,23.6,8,1,14.0,8,1
2020/7/12,古関,日,23.4,8,1,0.0,8,1
2020/7/13,古関,月,19.6,8,1,1.0,8,1
2020/7/14,古関,火,20.3,8,1,2.0,8,1
2020/7/15,古関,水,22.0,8,1,0.0,8,1
2020/7/16,古関,木,22.1,8,1,0.0,8,1
2020/7/17,古関,金,19.8,8,1,31.5,8,1
2020/7/18,古関,土,21.3,8,1,6.0,8,1
2020/7/19,古関,日,23.7,8,1,0.0,8,1
2020/7/20,古関,月,23.8,8,1,0.5,8,1
2020/7/21,古関,火,24.4,8,1,0.0,8,1
2020/7/22,古関,水,25.1,8,1,2.5,8,1
2020/7/23,古関,木,21.6,8,1,1.0,8,1
2020/7/24,古関,金,22.5,8,1,2.0,8,1
2020/7/25,古関,土,21.4,8,1,94.5,8,1
2020/7/26,古関,日,22.0,8,1,54.5,8,1
2020/7/27,古関,月,22.4,8,1,1.5,8,1
2020/7/28,古関,火,22.8,8,1,1.5,8,1
2020/7/29,古関,水,22.8,8,1,0.5,8,1
