"date","Sales","type","week"
2020-06-08,52762.3888888889,"actual",2020-06-08
2020-06-08,55409.5280517537,"counterfactual",2020-06-08
2020-06-08,45058.0213834683,"fitted",2020-06-08
2020-06-09,38289.6111111111,"actual",2020-06-08
2020-06-09,88456.3097950349,"counterfactual",2020-06-08
2020-06-09,54643.2828921983,"fitted",2020-06-08
2020-06-10,50222.2777777778,"actual",2020-06-08
2020-06-10,128270.568545648,"counterfactual",2020-06-08
2020-06-10,63640.2928493176,"fitted",2020-06-08
2020-06-11,58167.5,"actual",2020-06-08
2020-06-11,82254.1142303007,"counterfactual",2020-06-08
2020-06-11,58769.9749893133,"fitted",2020-06-08
2020-06-12,83556.9444444444,"actual",2020-06-08
2020-06-12,45058.0213834688,"counterfactual",2020-06-08
2020-06-12,99149.0119483324,"fitted",2020-06-08
2020-06-13,121098.444444444,"actual",2020-06-08
2020-06-13,54643.2828921987,"counterfactual",2020-06-08
2020-06-13,141419.317053774,"fitted",2020-06-08
2020-06-14,82560.5555555556,"actual",2020-06-08
2020-06-14,63640.2928493188,"counterfactual",2020-06-08
2020-06-14,86593.1849626599,"fitted",2020-06-08
2020-06-15,48983.1111111111,"actual",2020-06-15
2020-06-15,58769.974989314,"counterfactual",2020-06-15
2020-06-15,49402.9389915522,"fitted",2020-06-15
2020-06-16,52682.1666666667,"actual",2020-06-15
2020-06-16,99149.0119483331,"counterfactual",2020-06-15
2020-06-16,61735.3118999757,"fitted",2020-06-15
2020-06-17,65376.1111111111,"actual",2020-06-15
2020-06-17,141419.317053777,"counterfactual",2020-06-15
2020-06-17,67779.1683026433,"fitted",2020-06-15
2020-06-18,60138.2777777778,"actual",2020-06-15
2020-06-18,86593.1849626608,"counterfactual",2020-06-15
2020-06-18,66163.2296269177,"fitted",2020-06-15
2020-06-19,87474.6666666667,"actual",2020-06-15
2020-06-19,49402.9389915528,"counterfactual",2020-06-15
2020-06-19,112036.671232854,"fitted",2020-06-15
2020-06-20,167529.111111111,"actual",2020-06-15
2020-06-20,61735.3118999764,"counterfactual",2020-06-15
2020-06-20,174665.610626359,"fitted",2020-06-15
2020-06-21,138066.166666667,"actual",2020-06-15
2020-06-21,67779.1683026444,"counterfactual",2020-06-15
2020-06-21,117920.721940021,"fitted",2020-06-15
2020-06-22,67554.2777777778,"actual",2020-06-22
2020-06-22,66163.2296269182,"counterfactual",2020-06-22
2020-06-22,52418.8276941589,"fitted",2020-06-22
2020-06-23,48758.7222222222,"actual",2020-06-22
2020-06-23,112036.671232855,"counterfactual",2020-06-22
2020-06-23,61712.1321102412,"fitted",2020-06-22
2020-06-24,73405.9444444444,"actual",2020-06-22
2020-06-24,174665.610626363,"counterfactual",2020-06-22
2020-06-24,76886.668796483,"fitted",2020-06-22
2020-06-25,75587.3333333333,"actual",2020-06-22
2020-06-25,117920.721940023,"counterfactual",2020-06-22
2020-06-25,74627.6508690342,"fitted",2020-06-22
2020-06-26,112390.111111111,"actual",2020-06-22
2020-06-26,52418.8276941593,"counterfactual",2020-06-22
2020-06-26,132441.185758434,"fitted",2020-06-22
2020-06-27,157369.555555556,"actual",2020-06-22
2020-06-27,61712.132110242,"counterfactual",2020-06-22
2020-06-27,180597.997728264,"fitted",2020-06-22
2020-06-28,119577.888888889,"actual",2020-06-22
2020-06-28,76886.668796484,"counterfactual",2020-06-22
2020-06-28,100406.392518936,"fitted",2020-06-22
2020-06-29,58029.6111111111,"actual",2020-06-29
2020-06-29,74627.6508690351,"counterfactual",2020-06-29
2020-06-29,56872.4144778733,"fitted",2020-06-29
2020-06-30,60221.7777777778,"actual",2020-06-29
2020-06-30,132441.185758435,"counterfactual",2020-06-29
2020-06-30,64877.2526346861,"fitted",2020-06-29
2020-07-01,78704,"actual",2020-06-29
2020-07-01,180597.997728266,"counterfactual",2020-06-29
2020-07-01,68852.1394445675,"fitted",2020-06-29
2020-07-02,84015.0555555556,"actual",2020-06-29
2020-07-02,100406.392518937,"counterfactual",2020-06-29
2020-07-02,77043.1040272472,"fitted",2020-06-29
2020-07-03,91725.7777777778,"actual",2020-06-29
2020-07-03,56872.414477874,"counterfactual",2020-06-29
2020-07-03,118462.989201746,"fitted",2020-06-29
2020-07-04,148615.611111111,"actual",2020-06-29
2020-07-04,64877.2526346867,"counterfactual",2020-06-29
2020-07-04,163131.866818258,"fitted",2020-06-29
2020-07-05,110543.611111111,"actual",2020-06-29
2020-07-05,68852.1394445676,"counterfactual",2020-06-29
2020-07-05,99971.9555839869,"fitted",2020-06-29
2020-07-06,56602.7777777778,"actual",2020-07-06
2020-07-06,77043.104027248,"counterfactual",2020-07-06
2020-07-06,53096.089524173,"fitted",2020-07-06
2020-07-07,60295.2777777778,"actual",2020-07-06
2020-07-07,118462.989201747,"counterfactual",2020-07-06
2020-07-07,63395.2472199486,"fitted",2020-07-06
2020-07-08,62415.3333333333,"actual",2020-07-06
2020-07-08,163131.86681826,"counterfactual",2020-07-06
2020-07-08,68713.265807608,"fitted",2020-07-06
2020-07-09,67016.0555555556,"actual",2020-07-06
2020-07-09,99971.9555839883,"counterfactual",2020-07-06
2020-07-09,67908.641014418,"fitted",2020-07-06
2020-07-10,105196.722222222,"actual",2020-07-06
2020-07-10,53096.0895241737,"counterfactual",2020-07-06
2020-07-10,124781.540667801,"fitted",2020-07-06
2020-07-11,163315.888888889,"actual",2020-07-06
2020-07-11,63395.2472199494,"counterfactual",2020-07-06
2020-07-11,167787.220220726,"fitted",2020-07-06
2020-07-12,121787.833333333,"actual",2020-07-06
2020-07-12,68713.2658076088,"counterfactual",2020-07-06
2020-07-12,106653.456549622,"fitted",2020-07-06
2020-07-13,64059.3888888889,"actual",2020-07-13
2020-07-13,67908.6410144189,"counterfactual",2020-07-13
2020-07-13,60007.9048271699,"fitted",2020-07-13
2020-07-14,51321.1666666667,"actual",2020-07-13
2020-07-14,124781.540667802,"counterfactual",2020-07-13
2020-07-14,63808.2731671151,"fitted",2020-07-13
2020-07-15,62268.3888888889,"actual",2020-07-13
2020-07-15,167787.220220726,"counterfactual",2020-07-13
2020-07-15,74208.9233659981,"fitted",2020-07-13
2020-07-16,71453.3888888889,"actual",2020-07-13
2020-07-16,106653.456549623,"counterfactual",2020-07-13
2020-07-16,77795.9395909155,"fitted",2020-07-13
2020-07-17,97923.3888888889,"actual",2020-07-13
2020-07-17,60007.9048271709,"counterfactual",2020-07-13
2020-07-17,117836.773538101,"fitted",2020-07-13
2020-07-18,156623.666666667,"actual",2020-07-13
2020-07-18,63808.273167116,"counterfactual",2020-07-13
2020-07-18,164797.630582561,"fitted",2020-07-13
2020-07-19,115941.111111111,"actual",2020-07-13
2020-07-19,74208.9233659988,"counterfactual",2020-07-13
2020-07-19,103797.52477197,"fitted",2020-07-13
2020-07-20,73065.1666666667,"actual",2020-07-20
2020-07-20,77795.9395909161,"counterfactual",2020-07-20
2020-07-20,56656.319346272,"fitted",2020-07-20
2020-07-21,63318.4444444444,"actual",2020-07-20
2020-07-21,114976.701992946,"counterfactual",2020-07-20
2020-07-21,69982.9883396172,"fitted",2020-07-20
2020-07-22,95222.1666666667,"actual",2020-07-20
2020-07-22,160797.750071696,"counterfactual",2020-07-20
2020-07-22,110469.179236115,"fitted",2020-07-20
2020-07-23,176801.777777778,"actual",2020-07-20
2020-07-23,101278.206411967,"counterfactual",2020-07-20
2020-07-23,154149.889337411,"fitted",2020-07-20
2020-07-24,178226.166666667,"actual",2020-07-20
2020-07-24,55281.187272046,"counterfactual",2020-07-20
2020-07-24,156478.996452499,"fitted",2020-07-20
2020-07-25,170954.555555556,"actual",2020-07-20
2020-07-25,68284.3984377955,"counterfactual",2020-07-20
2020-07-25,154520.131593735,"fitted",2020-07-20
2020-07-26,108026.388888889,"actual",2020-07-20
2020-07-26,107787.930024487,"counterfactual",2020-07-20
2020-07-26,98875.9077818011,"fitted",2020-07-20
2020-07-27,80783.5555555556,"actual",2020-07-27
2020-07-27,150408.445143502,"counterfactual",2020-07-27
2020-07-27,56462.8181596692,"fitted",2020-07-27
2020-07-28,59364.0555555556,"actual",2020-07-27
2020-07-28,152681.021408456,"counterfactual",2020-07-27
2020-07-28,66230.3097848711,"fitted",2020-07-27
2020-07-29,64785.6111111111,"actual",2020-07-27
2020-07-29,150769.701076543,"counterfactual",2020-07-27
2020-07-29,70606.4964294687,"fitted",2020-07-27
2020-07-30,71153.3888888889,"actual",2020-07-27
2020-07-30,96476.044293883,"counterfactual",2020-07-27
2020-07-30,67548.7712837083,"fitted",2020-07-27
2020-07-31,96358.1666666667,"actual",2020-07-27
2020-07-31,55092.3826434119,"counterfactual",2020-07-27
2020-07-31,107310.564738285,"fitted",2020-07-27
2020-08-01,142318.333333333,"actual",2020-07-27
2020-08-01,64622.8029026383,"counterfactual",2020-07-27
2020-08-01,139487.615241738,"fitted",2020-07-27
2020-08-02,94004.1111111111,"actual",2020-07-27
2020-08-02,68892.773070641,"counterfactual",2020-07-27
2020-08-02,94520.9896006181,"fitted",2020-07-27
2020-08-03,65273.7777777778,"actual",2020-08-03
2020-08-03,65909.2634046476,"counterfactual",2020-08-03
2020-08-03,55631.700606006,"fitted",2020-08-03
2020-08-04,66276.5555555556,"actual",2020-08-03
2020-08-04,102568.453530451,"counterfactual",2020-08-03
2020-08-04,67473.3484765367,"fitted",2020-08-03
2020-08-05,77166.2222222222,"actual",2020-08-03
2020-08-05,133323.582975156,"counterfactual",2020-08-03
2020-08-05,73489.2589181955,"fitted",2020-08-03
2020-08-06,80266.1666666667,"actual",2020-08-03
2020-08-06,90344.0565534956,"counterfactual",2020-08-03
2020-08-06,76133.7067382256,"fitted",2020-08-03
2020-08-07,106349,"actual",2020-08-03
2020-08-07,53173.3060239066,"counterfactual",2020-08-03
2020-08-07,110846.199919412,"fitted",2020-08-03
2020-08-08,156308.888888889,"actual",2020-08-03
2020-08-08,64491.6651462787,"counterfactual",2020-08-03
2020-08-08,147728.251721795,"fitted",2020-08-03
2020-08-09,164160.277777778,"actual",2020-08-03
2020-08-09,70241.7292903216,"counterfactual",2020-08-03
2020-08-09,138611.329194567,"fitted",2020-08-03
2020-08-10,122307.111111111,"actual",2020-08-10
2020-08-10,72769.3175478613,"counterfactual",2020-08-10
2020-08-10,109976.720347651,"fitted",2020-08-10
2020-08-11,98699.9444444444,"actual",2020-08-10
2020-08-11,104746.920528567,"counterfactual",2020-08-10
2020-08-11,92385.2115518975,"fitted",2020-08-10
2020-08-12,134653.5,"actual",2020-08-10
2020-08-12,139599.548330723,"counterfactual",2020-08-10
2020-08-12,124650.88853175,"fitted",2020-08-10
2020-08-13,161073,"actual",2020-08-10
2020-08-13,130984.281771122,"counterfactual",2020-08-10
2020-08-13,138819.800329126,"fitted",2020-08-10
2020-08-14,166169.555555556,"actual",2020-08-10
2020-08-14,103925.283813275,"counterfactual",2020-08-10
2020-08-14,162251.269663912,"fitted",2020-08-10
2020-08-15,176563.888888889,"actual",2020-08-10
2020-08-15,87301.7425899766,"counterfactual",2020-08-10
2020-08-15,162937.03855316,"fitted",2020-08-10
2020-08-16,127083.666666667,"actual",2020-08-10
2020-08-16,117792.010229878,"counterfactual",2020-08-10
2020-08-16,108243.062549468,"fitted",2020-08-10
2020-08-17,68230.5,"actual",2020-08-17
2020-08-17,131181.281843115,"counterfactual",2020-08-17
2020-08-17,57008.9456920104,"fitted",2020-08-17
2020-08-18,66133,"actual",2020-08-17
2020-08-18,152686.257109794,"counterfactual",2020-08-17
2020-08-18,67950.0839052061,"fitted",2020-08-17
2020-08-19,93817.8333333333,"actual",2020-08-17
2020-08-19,153331.59865417,"counterfactual",2020-08-17
2020-08-19,73726.2886209675,"fitted",2020-08-17
2020-08-20,87977,"actual",2020-08-17
2020-08-20,101861.933734104,"counterfactual",2020-08-17
2020-08-20,75547.549815187,"fitted",2020-08-17
2020-08-21,96295.2222222222,"actual",2020-08-17
2020-08-21,53648.1628619556,"counterfactual",2020-08-17
2020-08-21,108305.119748267,"fitted",2020-08-17
2020-08-22,136087,"actual",2020-08-17
2020-08-22,63944.3007335062,"counterfactual",2020-08-17
2020-08-22,138458.337629319,"fitted",2020-08-17
2020-08-23,111652,"actual",2020-08-17
2020-08-23,69379.9874937781,"counterfactual",2020-08-17
2020-08-23,97646.7877658223,"fitted",2020-08-17
2020-08-24,57747.6666666667,"actual",2020-08-24
2020-08-24,71093.8819707884,"counterfactual",2020-08-24
2020-08-24,58999.4229973459,"fitted",2020-08-24
2020-08-25,70939.0555555556,"actual",2020-08-24
2020-08-25,101519.042698634,"counterfactual",2020-08-24
2020-08-25,68344.4290152198,"fitted",2020-08-24
2020-08-26,76371.2222222222,"actual",2020-08-24
2020-08-26,129782.949526703,"counterfactual",2020-08-24
2020-08-26,71256.7384542093,"fitted",2020-08-24
2020-08-27,85998.1666666667,"actual",2020-08-24
2020-08-27,91528.5301343432,"counterfactual",2020-08-24
2020-08-27,76006.040153044,"fitted",2020-08-24
2020-08-28,100720.555555556,"actual",2020-08-24
2020-08-28,55302.6944283322,"counterfactual",2020-08-24
2020-08-28,106862.123850115,"fitted",2020-08-24
2020-08-29,158640.833333333,"actual",2020-08-24
2020-08-29,64062.1701313517,"counterfactual",2020-08-24
2020-08-29,158281.31825324,"fitted",2020-08-24
2020-08-30,141264.388888889,"actual",2020-08-24
2020-08-30,66792.0029128083,"counterfactual",2020-08-24
2020-08-30,107098.853610642,"fitted",2020-08-24
2020-08-31,69508.8333333333,"actual",2020-08-31
2020-08-31,71243.7274764611,"counterfactual",2020-08-31
2020-08-31,57817.2998604306,"fitted",2020-08-31
2020-09-01,88896.3888888889,"actual",2020-08-31
2020-09-01,99993.9628263871,"counterfactual",2020-08-31
2020-09-01,66440.7970350021,"fitted",2020-08-31
2020-09-02,75007,"actual",2020-08-31
2020-09-02,148108.381934513,"counterfactual",2020-08-31
2020-09-02,69195.8308267641,"fitted",2020-08-31
2020-09-03,80181.6666666667,"actual",2020-08-31
2020-09-03,100215.47767207,"counterfactual",2020-08-31
2020-09-03,71110.1232388393,"fitted",2020-08-31
2020-09-04,83079.7777777778,"actual",2020-08-31
2020-09-04,54101.310405125,"counterfactual",2020-08-31
2020-09-04,101400.298383115,"fitted",2020-08-31
2020-09-05,142406.611111111,"actual",2020-08-31
2020-09-05,62170.5647380913,"counterfactual",2020-08-31
2020-09-05,147793.303961548,"fitted",2020-08-31
2020-09-06,129001.444444444,"actual",2020-08-31
2020-09-06,64748.5290965882,"counterfactual",2020-08-31
2020-09-06,100520.799408471,"fitted",2020-08-31
2020-09-07,71576,"actual",2020-09-07
2020-09-07,66539.7875649337,"counterfactual",2020-09-07
2020-09-07,56888.349830848,"fitted",2020-09-07
2020-09-08,65854.2222222222,"actual",2020-09-07
2020-09-08,94481.8329674055,"counterfactual",2020-09-07
2020-09-08,65219.6767636604,"fitted",2020-09-07
2020-09-09,85582.6111111111,"actual",2020-09-07
2020-09-09,137709.478978428,"counterfactual",2020-09-07
2020-09-09,76434.5748412858,"fitted",2020-09-07
2020-09-10,82690,"actual",2020-09-07
2020-09-10,93662.3415404343,"counterfactual",2020-09-07
2020-09-10,77801.7518599005,"fitted",2020-09-07
2020-09-11,118761.833333333,"actual",2020-09-07
2020-09-11,53006.9008890068,"counterfactual",2020-09-07
2020-09-11,118123.708219146,"fitted",2020-09-07
2020-09-12,168652.5,"actual",2020-09-07
2020-09-12,60769.7877070396,"counterfactual",2020-09-07
2020-09-12,162168.102764123,"fitted",2020-09-07
2020-09-13,115052.055555556,"actual",2020-09-07
2020-09-13,71219.5017987409,"counterfactual",2020-09-07
2020-09-13,108482.204323483,"fitted",2020-09-07
2020-09-14,61397.5555555556,"actual",2020-09-14
2020-09-14,72493.3973667944,"counterfactual",2020-09-14
2020-09-14,61790.4310849546,"fitted",2020-09-14
2020-09-15,63572.2222222222,"actual",2020-09-14
2020-09-15,109654.955118841,"counterfactual",2020-09-14
2020-09-15,71955.9054623038,"fitted",2020-09-14
2020-09-16,90389.1111111111,"actual",2020-09-14
2020-09-16,150541.633837951,"counterfactual",2020-09-14
2020-09-16,79340.1171097962,"fitted",2020-09-14
2020-09-17,90297.0555555556,"actual",2020-09-14
2020-09-17,100704.688547499,"counterfactual",2020-09-14
2020-09-17,84737.6897790026,"fitted",2020-09-14
2020-09-18,121178.444444444,"actual",2020-09-14
2020-09-18,57360.4321227729,"counterfactual",2020-09-14
2020-09-18,120188.074925266,"fitted",2020-09-14
2020-09-19,192610.555555556,"actual",2020-09-14
2020-09-19,66797.1036717388,"counterfactual",2020-09-14
2020-09-19,188929.551107212,"fitted",2020-09-14
2020-09-20,194374.833333333,"actual",2020-09-14
2020-09-20,73651.9121517739,"counterfactual",2020-09-14
2020-09-20,176006.316352618,"fitted",2020-09-14
2020-09-21,233452.222222222,"actual",2020-09-21
2020-09-21,78662.5116132681,"counterfactual",2020-09-21
2020-09-21,176895.448997388,"fitted",2020-09-21
2020-09-22,148376.722222222,"actual",2020-09-21
2020-09-22,111250.724662733,"counterfactual",2020-09-21
2020-09-22,115527.113363181,"fitted",2020-09-21
2020-09-23,72166.9444444444,"actual",2020-09-21
2020-09-23,174880.490297826,"counterfactual",2020-09-21
2020-09-23,63153.4825667547,"fitted",2020-09-21
2020-09-24,94627.6666666667,"actual",2020-09-21
2020-09-24,162918.245022417,"counterfactual",2020-09-21
2020-09-24,74329.215235731,"fitted",2020-09-21
2020-09-25,100879.722222222,"actual",2020-09-21
2020-09-25,163741.260542994,"counterfactual",2020-09-21
2020-09-25,118661.989323486,"fitted",2020-09-21
2020-09-26,168212.055555556,"actual",2020-09-21
2020-09-26,106936.358601628,"counterfactual",2020-09-21
2020-09-26,166421.624769439,"fitted",2020-09-21
2020-09-27,135664.111111111,"actual",2020-09-21
2020-09-27,58457.3028971093,"counterfactual",2020-09-21
2020-09-27,108080.610248884,"fitted",2020-09-21
2020-09-28,69123.6666666667,"actual",2020-09-28
2020-09-28,68801.9927412031,"counterfactual",2020-09-28
2020-09-28,66805.0368582821,"fitted",2020-09-28
2020-09-29,79560.5555555556,"actual",2020-09-28
2020-09-29,109554.927534755,"counterfactual",2020-09-28
2020-09-29,80857.4257397705,"fitted",2020-09-28
2020-09-30,80797.7777777778,"actual",2020-09-28
2020-09-30,153649.109927939,"counterfactual",2020-09-28
2020-09-30,84948.1086987947,"fitted",2020-09-28
2020-10-01,73967.3888888889,"actual",2020-09-28
2020-10-01,99785.6473773532,"counterfactual",2020-09-28
2020-10-01,77745.958560579,"fitted",2020-09-28
2020-10-02,110307.722222222,"actual",2020-09-28
2020-10-02,61677.8887130726,"counterfactual",2020-09-28
2020-10-02,121901.929019967,"fitted",2020-09-28
2020-10-03,181035,"actual",2020-09-28
2020-10-03,74651.7858673224,"counterfactual",2020-09-28
2020-10-03,178485.398402767,"fitted",2020-09-28
2020-10-04,121190.944444444,"actual",2020-09-28
2020-10-04,78428.5173859712,"counterfactual",2020-09-28
2020-10-04,112593.110285634,"fitted",2020-09-28
2020-10-05,72825.3888888889,"actual",2020-10-05
2020-10-05,71779.1173465395,"counterfactual",2020-10-05
2020-10-05,61846.1956906599,"fitted",2020-10-05
2020-10-06,70828.3333333333,"actual",2020-10-05
2020-10-06,112146.917103035,"counterfactual",2020-10-05
2020-10-06,74221.1512321288,"fitted",2020-10-05
2020-10-07,74093.2777777778,"actual",2020-10-05
2020-10-07,164202.3825193,"counterfactual",2020-10-05
2020-10-07,78541.3915113325,"fitted",2020-10-05
2020-10-08,89412.6111111111,"actual",2020-10-05
2020-10-08,103583.02208251,"counterfactual",2020-10-05
2020-10-08,78019.7823672502,"fitted",2020-10-05
2020-10-09,105409.944444444,"actual",2020-10-05
2020-10-09,56897.0502519484,"counterfactual",2020-10-05
2020-10-09,118712.37617423,"fitted",2020-10-05
2020-10-10,155807.5,"actual",2020-10-05
2020-10-10,68281.7192594055,"counterfactual",2020-10-05
2020-10-10,153024.858747429,"fitted",2020-10-05
2020-10-11,127922.166666667,"actual",2020-10-05
2020-10-11,72256.2390422528,"counterfactual",2020-10-05
2020-10-11,116541.364870939,"fitted",2020-10-05
2020-10-12,63485.0555555556,"actual",2020-10-12
2020-10-12,71776.3708571313,"counterfactual",2020-10-12
2020-10-12,61445.2273357472,"fitted",2020-10-12
2020-10-13,81833.2222222222,"actual",2020-10-12
2020-10-13,108872.118525547,"counterfactual",2020-10-12
2020-10-13,76859.8647781673,"fitted",2020-10-12
2020-10-14,109631.833333333,"actual",2020-10-12
2020-10-14,140340.384851313,"counterfactual",2020-10-12
2020-10-14,88944.3174594012,"fitted",2020-10-12
2020-10-15,88187.5555555556,"actual",2020-10-12
2020-10-15,106881.065801733,"counterfactual",2020-10-12
2020-10-15,87459.3424297139,"fitted",2020-10-12
2020-10-16,128652.444444444,"actual",2020-10-12
2020-10-16,56351.9347258999,"counterfactual",2020-10-12
2020-10-16,141355.974492432,"fitted",2020-10-12
2020-10-17,190017.055555556,"actual",2020-10-12
2020-10-17,70488.8283569093,"counterfactual",2020-10-12
2020-10-17,183259.093417841,"fitted",2020-10-12
2020-10-18,159436.833333333,"actual",2020-10-12
2020-10-18,81571.5815375619,"counterfactual",2020-10-12
2020-10-18,130510.398274816,"fitted",2020-10-12
2020-10-19,81689.8333333333,"actual",2020-10-19
2020-10-19,80209.6984496318,"counterfactual",2020-10-19
2020-10-19,65726.3185652781,"fitted",2020-10-19
2020-10-20,90172.3333333333,"actual",2020-10-19
2020-10-20,129298.984526318,"counterfactual",2020-10-19
2020-10-20,81882.8143146532,"fitted",2020-10-19
2020-10-21,76682.4444444444,"actual",2020-10-19
2020-10-21,167627.967400905,"counterfactual",2020-10-19
2020-10-21,84911.191312155,"fitted",2020-10-19
2020-10-22,89017.7777777778,"actual",2020-10-19
2020-10-22,119378.484196738,"counterfactual",2020-10-19
2020-10-22,90473.7390017488,"fitted",2020-10-19
2020-10-23,112980.388888889,"actual",2020-10-19
2020-10-23,60120.1772875809,"counterfactual",2020-10-19
2020-10-23,132573.881276713,"fitted",2020-10-19
2020-10-24,198528.555555556,"actual",2020-10-19
2020-10-24,74898.6010606047,"counterfactual",2020-10-19
2020-10-24,202540.100356462,"fitted",2020-10-19
2020-10-25,166218.111111111,"actual",2020-10-19
2020-10-25,77668.6719539347,"counterfactual",2020-10-19
2020-10-25,134641.150170903,"fitted",2020-10-19
2020-10-26,86240.6111111111,"actual",2020-10-26
2020-10-26,82756.7608743102,"counterfactual",2020-10-26
2020-10-26,69632.0648236936,"fitted",2020-10-26
2020-10-27,97216.6666666667,"actual",2020-10-26
2020-10-27,120942.933323876,"counterfactual",2020-10-26
2020-10-27,85687.3730757134,"fitted",2020-10-26
2020-10-28,92644.5555555556,"actual",2020-10-26
2020-10-28,184770.888631485,"counterfactual",2020-10-26
2020-10-28,88745.6273723887,"fitted",2020-10-26
2020-10-29,109609.277777778,"actual",2020-10-26
2020-10-29,122828.836954554,"counterfactual",2020-10-26
2020-10-29,92523.5206263731,"fitted",2020-10-26
2020-10-30,123196.5,"actual",2020-10-26
2020-10-30,63523.1170127556,"counterfactual",2020-10-26
2020-10-30,139646.219352617,"fitted",2020-10-26
2020-10-31,214051.222222222,"actual",2020-10-26
2020-10-31,78169.8638434185,"counterfactual",2020-10-26
2020-10-31,204432.457821054,"fitted",2020-10-26
2020-11-01,156409.222222222,"actual",2020-10-26
2020-11-01,80959.8119231479,"counterfactual",2020-10-26
2020-11-01,133936.564121066,"fitted",2020-10-26
2020-11-02,106705.277777778,"actual",2020-11-02
2020-11-02,84406.263724372,"counterfactual",2020-11-02
2020-11-02,100481.342913267,"fitted",2020-11-02
2020-11-03,149713.111111111,"actual",2020-11-02
2020-11-03,127183.700662748,"counterfactual",2020-11-02
2020-11-03,122025.899577255,"fitted",2020-11-02
2020-11-04,77905,"actual",2020-11-02
2020-11-04,186188.187849248,"counterfactual",2020-11-02
2020-11-04,71091.6643944783,"fitted",2020-11-02
2020-11-05,82255.1666666667,"actual",2020-11-02
2020-11-05,121983.595101541,"counterfactual",2020-11-02
2020-11-05,83636.4646185711,"fitted",2020-11-02
2020-11-06,113496.444444444,"actual",2020-11-02
2020-11-06,91514.0352421743,"counterfactual",2020-11-02
2020-11-06,124780.454043797,"fitted",2020-11-02
2020-11-07,199680.833333333,"actual",2020-11-02
2020-11-07,111135.88006094,"counterfactual",2020-11-02
2020-11-07,193060.837067354,"fitted",2020-11-02
2020-11-08,148292.111111111,"actual",2020-11-02
2020-11-08,64747.1947746243,"counterfactual",2020-11-02
2020-11-08,128701.579211719,"fitted",2020-11-02
2020-11-09,89156.7777777778,"actual",2020-11-09
2020-11-09,76172.4530019611,"counterfactual",2020-11-09
2020-11-09,66133.9935553111,"fitted",2020-11-09
2020-11-10,91030.5555555556,"actual",2020-11-09
2020-11-10,113407.794364112,"counterfactual",2020-11-09
2020-11-10,78454.6575226936,"fitted",2020-11-09
2020-11-11,82341.6666666667,"actual",2020-11-09
2020-11-11,175465.010747701,"counterfactual",2020-11-09
2020-11-11,85641.0139818326,"fitted",2020-11-09
2020-11-12,93034.6111111111,"actual",2020-11-09
2020-11-12,116971.542870458,"counterfactual",2020-11-09
2020-11-12,87761.475507453,"fitted",2020-11-09
2020-11-13,122987.277777778,"actual",2020-11-09
2020-11-13,60106.4517601915,"counterfactual",2020-11-09
2020-11-13,135259.380362404,"fitted",2020-11-09
2020-11-14,179473.444444444,"actual",2020-11-09
2020-11-14,71304.1937170506,"counterfactual",2020-11-09
2020-11-14,204051.845698133,"fitted",2020-11-09
2020-11-15,152988.666666667,"actual",2020-11-09
2020-11-15,77835.5759098037,"counterfactual",2020-11-09
2020-11-15,133872.427196681,"fitted",2020-11-09
2020-11-16,78095.3333333333,"actual",2020-11-16
2020-11-16,79762.7756984027,"counterfactual",2020-11-16
2020-11-16,68084.2404128605,"fitted",2020-11-16
2020-11-17,81158.4444444444,"actual",2020-11-16
2020-11-17,122745.797292013,"counterfactual",2020-11-16
2020-11-17,83373.6844423173,"fitted",2020-11-16
2020-11-18,102547.277777778,"actual",2020-11-16
2020-11-18,185173.89642047,"counterfactual",2020-11-16
2020-11-18,86512.7202207375,"fitted",2020-11-16
2020-11-19,100816.666666667,"actual",2020-11-16
2020-11-19,121487.158729001,"counterfactual",2020-11-16
2020-11-19,88856.0181374929,"fitted",2020-11-16
2020-11-20,119629.277777778,"actual",2020-11-16
2020-11-20,61785.3959563209,"counterfactual",2020-11-16
2020-11-20,125014.317335647,"fitted",2020-11-16
2020-11-21,184160.611111111,"actual",2020-11-16
2020-11-21,75660.3301199919,"counterfactual",2020-11-16
2020-11-21,189869.453984502,"fitted",2020-11-16
2020-11-22,218757.611111111,"actual",2020-11-16
2020-11-22,78508.9565761989,"counterfactual",2020-11-16
2020-11-22,185982.176654288,"fitted",2020-11-16
2020-11-23,116761,"actual",2020-11-23
2020-11-23,80635.4632207955,"counterfactual",2020-11-23
2020-11-23,101900.157487503,"fitted",2020-11-23
2020-11-24,58671.8888888889,"actual",2020-11-23
2020-11-24,113265.904076559,"counterfactual",2020-11-23
2020-11-24,61910.8616043786,"fitted",2020-11-23
2020-11-25,90698,"actual",2020-11-23
2020-11-25,172026.179244231,"counterfactual",2020-11-23
2020-11-25,81862.8590253428,"fitted",2020-11-23
2020-11-26,85074.9444444444,"actual",2020-11-23
2020-11-26,168504.214795784,"counterfactual",2020-11-23
2020-11-26,84051.0107813941,"fitted",2020-11-23
2020-11-27,106857.722222222,"actual",2020-11-23
2020-11-27,92323.9330450246,"counterfactual",2020-11-23
2020-11-27,119167.683437154,"fitted",2020-11-23
2020-11-28,171368.944444444,"actual",2020-11-23
2020-11-28,56092.692910935,"counterfactual",2020-11-23
2020-11-28,182214.481108258,"fitted",2020-11-23
2020-11-29,140321.5,"actual",2020-11-23
